workerid,proliferate.condition,response,sentence,slide_number_in_experiment,strangeSentence,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error,Sentence,HaveNeedTo,Finite,ModalPresent,QuestionType,EmbeddedSQ,DegreeQ,SubjectAuxInv,WhAll,WhAdvP,MatrixNegPresent,EmbeddedNegPresent,SbarNomPresent,QuantifiedSubject,QuantifiedPredicate,Wh,MatrixSubject,MatrixNegation,InvertedAuxVerb,MatrixPredAux,MatrixPredVerb,MatrixPredOther,MatrixPredParticle,MatrixPred2,Modal,EmbeddedSubject,EmbeddedNegation,Verb1,Verb2,Verb3,DeterminerSubject,DeterminerNonSubject,FullWhPhrase,JustMatrixClause,DeterminerSubjPresent,DeterminerNonSubjPresent,WhNode,WhParse,Question,SentenceParse,WhPhaseType,IdentityQ
3,experiment_02,7,NA,12,0,90074:87,[],24,Yes,NA,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,NA,"but, uh, gee, i just i like *-1 to read gardening books and things like that. just * to tell me what *-2 to do *t*-3 with my garden",no,no,no,embedded,,no,,,,,,,,,what,*,,,,tell,,,,,*-2,,do,,,,,,just * to tell me what *-2 to do *t*-3 with my garden,no,no,NA,(WP what),what *-2 to do *t*-3 with my garden,"(TOP (S (CC but) (, ,) (INTJ (UH uh)) (, ,) (INTJ (UH gee)) (, ,) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (ADVP (RB just)) (IP (-DFL- \+))) (NP-SBJ-1 (PRP I)) (RS (-DFL- \])) (VP (VBP like) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB read) (NP (NP (NN gardening) (NNS books)) (CC and) (NP (NP (NNS things)) (PP (IN like) (NP (DT that))))) (. .) (S-PRP (ADVP (RB Just)) (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB tell) (NP-2 (PRP me)) (SBAR (WHNP-3 (WP what)) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-3)) (PP (IN with) (NP (PRP$ my) (NN garden)))))))))))))) (-DFL- E_S)))",monomorphemic,no
3,experiment_02,5,NA,13,1,97050:16,[],24,Yes,NA,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,NA,"they do not know how *-1 to think for themselves and be responsible, for themselves *t*-2.",no,no,no,embedded,,no,,,yes,yes,,,,,how,they,not,,do,know,,,,,*-1,,think,be,responsible,,,,"they do not know how *-1 to think for themselves and be responsible, for themselves *t*-2.",no,no,NA,(WRB how),"how *-1 to think for themselves and be responsible, for themselves *t*-2","(TOP (S (NP-SBJ-1 (PRP They)) (VP (VBP do) (RB not) (VP (VB know) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VP (VB think) (PP (IN for) (NP (PRP themselves)))) (CC and) (VP (VB be) (ADJP-PRD (JJ responsible) (, ,) (PP (IN for) (NP (PRP themselves))))) (ADVP-MNR (-NONE- *T*-2)))))))) (. .) (-DFL- E_S)))",monomorphemic,no
3,experiment_02,6,NA,14,0,45116:18,[],24,Yes,NA,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,NA,but i did not know how * to use those voting machines *t*-1,no,no,no,embedded,,no,,,yes,yes,,,,,how,i,not,,,know,,,,,*,,use,,,,those voting machines,,but i did not know how * to use those voting machines *t*-1,no,no,NA,(WRB how),how * to use those voting machines *t*-1,(TOP (S (CC but) (NP-SBJ (PRP I)) (VP (VBD did) (RB not) (VP (VB know) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB use) (NP (DT those) (NN voting) (NNS machines)) (ADVP-MNR (-NONE- *T*-1)))))))) (-DFL- E_S))),monomorphemic,no
3,experiment_02,7,NA,15,0,31157:69,[],24,Yes,NA,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,NA,"and even if i knew how * to teach the subject matter *t*-1, i don't know if i'd know how * to handle that kind of a, a group of kids *t*-2.",no,no,no,embedded,,no,,,yes,yes,,,,,how,i,n't,,do,know,,,,,*,,handle,,,,"that kind of a, a group of kids",,"i'd know how * to handle that kind of a, a group of kids *t*-2",no,no,NA,(WRB how),"how * to handle that kind of a, a group of kids *t*-2","(TOP (S (CC And) (SBAR-ADV (RB even) (IN if) (S (NP-SBJ (PRP I)) (VP (VBD knew) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB teach) (NP (DT the) (NN subject) (NN matter)) (ADVP-MNR (-NONE- *T*-1))))))))) (, ,) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (IN if) (S (NP-SBJ (PRP I)) (VP (MD 'd) (VP (VB know) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB handle) (NP (NP (DT that) (NN kind)) (PP (IN of) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (NP (DT a) (RS (-DFL- \])) (NN group)) (PP (IN of) (NP (NNS kids)))))) (ADVP-MNR (-NONE- *T*-2)))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
3,experiment_02,6,NA,16,0,71768:54,[],24,Yes,NA,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,NA,"i mean, they, they, they really know how *-2 to isolate each of the different muscle groups, with those things *t*-1",no,no,no,embedded,,no,,,yes,,,,,,how,they,,,,know,,,,,*-2,,isolate,different,,,each of the different muscle groups,,"i mean, they, they, they really know how *-2 to isolate each of the different muscle groups, with those things *t*-1",no,no,NA,(WRB how),"how *-2 to isolate each of the different muscle groups, with those things *t*-1","(TOP (S (PRN (S (NP-SBJ (PRP I)) (VP (VBP mean))) (, ,)) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP they)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP they)) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (NP-SBJ-2 (PRP they)) (RS (-DFL- \])) (ADVP (RB really)) (VP (VBP know) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB isolate) (NP (NP (DT each)) (PP (IN of) (NP (DT the) (JJ different) (NN muscle) (NNS groups)))) (, ,) (PP (IN with) (NP (DT those) (NNS things))) (ADVP-MNR (-NONE- *T*-1))))))) (-DFL- E_S)))",monomorphemic,no
3,experiment_02,7,NA,17,0,85292:20,[],24,Yes,NA,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,NA,all the developers don't know what * to do *t*-1.,no,no,no,embedded,,no,,,,yes,,,,,what,all the developers,n't,,do,know,,,,,*,,do,,,,,,all the developers don't know what * to do *t*-1.,no,no,NA,(WP what),what * to do *t*-1,(TOP (S (NP-SBJ (PDT All) (DT the) (NNS developers)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)))))))) (. .) (-DFL- E_S))),monomorphemic,no
3,experiment_02,7,NA,18,0,120021:35,[],24,Yes,NA,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,NA,you just get a book that *t*-1 tells you how * to do it *t*-2 or what?,no,no,no,embedded,,no,,,yes,,,,,,how,*t*-1,,,,tells,,,,,*,,do,,,,,how,*t*-1 tells you how * to do it *t*-2,no,no,NA,(WRB how),how * to do it *t*-2,(TOP (S (NP-SBJ (PRP You)) (VP (VP (ADVP (RB just)) (VBP get) (NP (NP (DT a) (NN book)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBZ tells) (NP (PRP you)) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-2))))))))))) (CC or) (NP-ETC (WP what))) (. ?) (-DFL- E_S))),monomorphemic,no
3,experiment_02,4,NA,19,1,119163:33,[],24,Yes,NA,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,NA,that's about the only kind 0 i know how * to do *t*-1 *t*-2.,no,no,no,embedded,,no,,,yes,,,,,,how,i,,,'s,know,,,,,*,,do,,,,,how,i know how * to do *t*-1 *t*-2,no,no,NA,(WRB how),how * to do *t*-1 *t*-2,(TOP (S (NP-SBJ (DT That)) (VP (BES 's) (PP-PRD (IN about) (NP (NP (DT the) (JJ only) (NN kind)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (PRP I)) (VP (VBP know) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)) (ADVP-MNR (-NONE- *T*-2)))))))))))) (. .) (-DFL- E_S))),monomorphemic,no
3,experiment_02,6,NA,20,0,24860:16,[],24,Yes,NA,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,NA,"they don't know what * to do *t*-1,",no,no,no,embedded,,no,,,,yes,,,,,what,they,n't,,do,know,,,,,*,,do,,,,,,"they don't know what * to do *t*-1,",no,no,NA,(WP what),what * to do *t*-1,"(TOP (S (NP-SBJ (PRP they)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
3,experiment_02,1,NA,21,0,115523:46,[],24,Yes,NA,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,NA,"when i like something *t*-3, i usually try *-1 to figure out how * to make money off of it *t*-2.",no,no,no,embedded,,no,,,yes,,,,,money,how,*-1,,,,figure,,,,,*,,make,,,,,,*-1 to figure out how * to make money off of it *t*-2,no,no,NA,(WRB how),how * to make money off of it *t*-2,"(TOP (S (SBAR-TMP (WHADVP-3 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBP like) (NP (NN something)) (ADVP-TMP (-NONE- *T*-3))))) (, ,) (NP-SBJ-1 (PRP I)) (ADVP-TMP (RB usually)) (VP (VBP try) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB figure) (PRT (RP out)) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB make) (NP (NN money)) (PP (IN off) (PP (IN of) (NP (PRP it)))) (ADVP-MNR (-NONE- *T*-2)))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
3,experiment_02,2,NA,22,0,50809:76,[],24,Yes,NA,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,NA,"but i don't know if they really had significant effects in the places where they went *t*-2, in *-3 teaching the people how * to cope with their lives better *t*-1.",no,no,no,embedded,,no,,,yes,yes,,,,,how,*-3,n't,,had,teaching,,,,,*,,cope,better,,,,how,*-3 teaching the people how * to cope with their lives better *t*-1,no,no,NA,(WRB how),how * to cope with their lives better *t*-1,"(TOP (S (CC But) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (IN if) (S (NP-SBJ-3 (PRP they)) (ADVP (RB really)) (VP (VBD had) (NP (JJ significant) (NNS effects)) (PP-LOC (IN in) (NP (NP (DT the) (NNS places)) (SBAR (WHADVP-2 (WRB where)) (S (NP-SBJ (PRP they)) (VP (VBD went) (ADVP-DIR (-NONE- *T*-2))))))) (, ,) (PP (IN in) (S-NOM (NP-SBJ (-NONE- *-3)) (VP (VBG teaching) (NP (DT the) (NNS people)) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB cope) (PP (IN with) (NP (PRP$ their) (NNS lives))) (ADVP-MNR (RBR better)) (ADVP-MNR (-NONE- *T*-1)))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
3,experiment_02,6,NA,23,0,86707:53,[],24,Yes,NA,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,NA,"and he took me out with him and, uh, single shot twenty-two, and taught me how * to shoot *t*-1.",no,no,no,embedded,,no,,,yes,,,,,,how,he,,,,taught,,,,,*,,shoot,,,,,,"and he took me out with him and, uh, single shot twenty-two, and taught me how * to shoot *t*-1.",no,no,NA,(WRB how),how * to shoot *t*-1,"(TOP (S (CC and) (NP-SBJ (PRP he)) (VP (VP (VBD took) (NP (PRP me)) (ADVP (RB out)) (PP (IN with) (NP (NP (PRP him)) (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP (JJ single) (NN shot) (CD twenty-two))))) (, ,) (CC and) (VP (VBD taught) (NP (PRP me)) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB shoot) (ADVP-MNR (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))",monomorphemic,no
3,experiment_02,7,NA,24,0,45146:25,[],24,Yes,NA,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,NA,"and, uh, i didn't know how *-2 to work the machine, you know *t*-1.",no,no,no,embedded,,no,,,yes,yes,,,,,how,i,n't,,,know,,,,,*-2,,work,know,,,the machine,,"and, uh, i didn't know how *-2 to work the machine, you know *t*-1.",no,no,NA,(WRB how),"how *-2 to work the machine, you know *t*-1","(TOP (S (CC And) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ-2 (PRP I)) (VP (VBD did) (RB n't) (VP (VB know) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB work) (NP (DT the) (NN machine)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))) (ADVP-MNR (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))",monomorphemic,no
3,experiment_02,7,NA,25,0,59470:107,[],24,Yes,NA,4,1,1,Female,English,Chrome,Windows,720,1280,5.60745,NA,"but, uh, i certainly agree that if someone owns a fire arm that have as much responsibility * to know how * do, use it safely *t*-2 as someone learns how * to drive *t*-1, if not more so.",no,no,no,embedded,,no,,,yes,yes,,,,,how,i,not,,,learns,,,,,*,,drive,,,,,how,"but, uh, i certainly agree that if someone owns a fire arm that have as much responsibility * to know how * do, use it safely *t*-2 as someone learns how * to drive *t*-1, if not more so.",no,no,NA,(WRB how),how * to drive *t*-1,"(TOP (S (CC but) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (PRP I)) (ADVP (RB certainly)) (VP (VBP agree) (SBAR (IN that) (SBAR-ADV (IN if) (S (NP-SBJ (NN someone)) (VP (VBZ owns) (NP (DT a) (NN fire) (NN arm))))) (SBAR (DT that) (X (VP (VBP have) (NP (NP (NP (ADJP (RB as) (JJ much)) (NN responsibility) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB know) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TYPO (VB do)) (, ,) (VP (VB use) (NP (PRP it)) (ADVP-MNR (RB safely)) (ADVP-MNR (-NONE- *T*-2)))))))))) (PP (IN as) (NP (NP (NN someone)) (X (VP (VBZ learns) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB drive) (ADVP-MNR (-NONE- *T*-1))))))))))) (, ,) (CONJP (IN if) (RB not)) (ADVP-ETC (RBR more) (RB so)))))))) (. .) (-DFL- E_S)))",monomorphemic,no
4,experiment_03,7,NA,7,0,112247:39,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,"and it's a game that none of their friends know how * to play *t*-1 *t*-2,",no,no,no,embedded,,no,,,yes,,,,,,how,none of their friends,,,'s,know,,,,,*,,play,,,,,how,none of their friends know how * to play *t*-1 *t*-2,no,no,NA,(WRB how),how * to play *t*-1 *t*-2,"(TOP (S (CC And) (NP-SBJ (PRP it)) (VP (BES 's) (NP-PRD (NP (DT a) (NN game)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (NP (NN none)) (PP (IN of) (NP (PRP$ their) (NNS friends)))) (VP (VBP know) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB play) (NP (-NONE- *T*-1)) (ADVP-MNR (-NONE- *T*-2))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
4,experiment_03,1,NA,8,0,22314:16,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,i don't know how * to make it better for them *t*-1,no,no,no,embedded,,no,,,yes,yes,,,,,how,i,n't,,do,know,,,,,*,,make,better,,,,,i don't know how * to make it better for them *t*-1,no,no,NA,(WRB how),how * to make it better for them *t*-1,(TOP (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB make) (S (NP-SBJ (PRP it)) (ADJP-PRD (JJR better) (PP (IN for) (NP (PRP them))))) (ADVP-MNR (-NONE- *T*-1)))))))) (-DFL- E_S))),monomorphemic,no
4,experiment_03,7,NA,9,0,1049:139,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,"i also thought about it, was of, uh, *-1 waiting *-2 to talk to you that, another thing that *t*-4 occurred to me is 0 there is not so much invasion of my privacy because i know how *-5 to behave *t*-6 such that there isn't *?*.",yes,no,no,embedded,,no,,,yes,yes,yes,,,,how,i,n't,,is,know,,,,,*-5,n't,behave,is,n't,,,,i know how *-5 to behave *t*-6 such that there isn't *?*,no,no,NA,(WRB how),how *-5 to behave *t*-6 such that there isn't *?*,"(TOP (S (NP-SBJ-1 (PRP I)) (ADVP (RB also)) (VP (VBD thought) (PP (IN about) (NP (PRP it))) (, ,) (EDITED (RM (-DFL- \[)) (VP (VBD was) (PP-PRD-UNF (IN of))) (, ,) (IP (-DFL- \+)) (RS (-DFL- \]))) (INTJ (UH uh)) (, ,) (S-ADV (NP-SBJ-2 (-NONE- *-1)) (VP (VBG waiting) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB talk) (PP (IN to) (NP (PRP you)))))))) (SBAR (IN that) (, ,) (S (NP-SBJ (NP (DT another) (NN thing)) (SBAR (WHNP-4 (WDT that)) (S (NP-SBJ (-NONE- *T*-4)) (VP (VBD occurred) (PP (IN to) (NP (PRP me))))))) (VP (VBZ is) (SBAR-PRD (-NONE- 0) (S (NP-SBJ (EX there)) (VP (VBZ is) (RB not) (NP-PRD (NP (ADJP (RB so) (JJ much)) (NN invasion)) (PP (IN of) (NP (PRP$ my) (NN privacy)))) (SBAR-PRP (IN because) (S (NP-SBJ-5 (PRP I)) (VP (VBP know) (SBAR (WHADVP-6 (WRB how)) (S (NP-SBJ (-NONE- *-5)) (VP (TO to) (VP (VB behave) (ADVP-MNR (-NONE- *T*-6)) (SBAR-ADV (IN such) (IN that) (S (NP-SBJ (EX there)) (VP (VBZ is) (RB n't) (NP-PRD (-NONE- *?*))))))))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
4,experiment_03,7,NA,10,0,81788:35,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,"but even, uh, north carolinians, they don't know how * to handle cold weather *t*-1.",no,no,no,embedded,,no,,,yes,yes,,,,,how,they,n't,,do,know,,,,,*,,handle,cold,,,,,"but even, uh, north carolinians, they don't know how * to handle cold weather *t*-1.",no,no,NA,(WRB how),how * to handle cold weather *t*-1,"(TOP (S (CC but) (ADVP (RB even)) (, ,) (INTJ (UH uh)) (, ,) (NP-TPC (NNP North) (NNPS Carolinians)) (, ,) (NP-SBJ (PRP they)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB handle) (NP (JJ cold) (NN weather)) (ADVP-MNR (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))",monomorphemic,no
4,experiment_03,4,NA,11,0,155874:31,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,and he can give me access and tell me what * to do *t*-1 and just turn me *-2 loose,no,no,no,embedded,,no,,,,,,,,,what,he,,,can,tell,,,,,*,,do,,,,,,,no,no,NA,(WP what),what * to do *t*-1,(TOP (S (CC and) (NP-SBJ (PRP he)) (VP (MD can) (VP (VP (VB give) (NP (PRP me)) (NP (NN access))) (CC and) (VP (VB tell) (NP (PRP me)) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1))))))) (CC and) (VP (ADVP (RB just)) (VB turn) (NP-2 (PRP me)) (S-ADV (NP-SBJ (-NONE- *-2)) (ADJP-PRD (JJ loose)))))) (-DFL- E_S))),monomorphemic,no
4,experiment_03,1,NA,12,0,25772:30,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,any novice can pick up a club and learn how * to hold one *t*-1 and learn how * to do it *t*-2 and do it right.,no,no,no,embedded,,no,,,yes,,,,,one,how,any novice,,,can,learn,,,,,*,,hold,,,,,,,no,no,NA,(WRB how),how * to hold one *t*-1,(TOP (S (NP-SBJ (DT Any) (NN novice)) (VP (MD can) (VP (VP (VB pick) (PRT (RB up)) (NP (DT a) (NN club))) (CC and) (VP (VB learn) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB hold) (NP (CD one)) (ADVP-MNR (-NONE- *T*-1))))))) (CC and) (VP (VB learn) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-2))))))) (CC and) (VP (VB do) (NP (PRP it)) (ADVP-MNR (RB right))))) (. .) (-DFL- E_S))),monomorphemic,no
4,experiment_03,4,NA,13,0,103781:16,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,i don't know how else * to explain *t*-1.,no,no,no,embedded,,yes,,,yes,yes,,,,,how,i,n't,,do,know,,,,,*,,explain,,,,,,how else * to explain *t*-1,no,no,NA,(WRB how),how else * to explain *t*-1,(TOP (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP-1 (WRB how) (RB else)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB explain) (ADVP-MNR (-NONE- *T*-1)))))))) (. .) (-DFL- E_S))),monomorphemic,no
4,experiment_03,7,NA,14,0,106458:28,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,"as long as the hardware store told me what * to buy *t*-1, then i could do it.",no,no,no,embedded,,no,,,,,,,,,what,the hardware store,,,could,told,,,,,*,,buy,,,,,what,the hardware store told me what * to buy *t*-1,no,no,NA,(WP what),what * to buy *t*-1,"(TOP (S (ADVP (ADVP (RB as) (RB long)) (SBAR (IN as) (S (NP-SBJ (DT the) (NN hardware) (NN store)) (VP (VBD told) (NP (PRP me)) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB buy) (NP (-NONE- *T*-1)))))))))) (, ,) (ADVP (RB then)) (NP-SBJ (PRP I)) (VP (MD could) (VP (VB do) (NP (PRP it)))) (. .) (-DFL- E_S)))",monomorphemic,no
4,experiment_03,4,NA,15,1,120636:23,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,"and he wants me to learn how * to work the lawn mower *t*-1,",no,no,no,embedded,,no,,,yes,,,,,,how,me,,,,learn,,,,,*,,work,,,,the lawn mower,,me to learn how * to work the lawn mower *t*-1,no,no,NA,(WRB how),how * to work the lawn mower *t*-1,"(TOP (S (CC and) (NP-SBJ (PRP he)) (VP (VBZ wants) (S (NP-SBJ (PRP me)) (VP (TO to) (VP (VB learn) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB work) (NP (DT the) (NN lawn) (NN mower)) (ADVP-MNR (-NONE- *T*-1)))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
4,experiment_03,7,NA,16,0,29430:124,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,"but there was a, a, a big push *ich*-1 with the local t v stations * to have little hot lines with counselors * to, to help parents learn how *-2 to talk about their war with their children *t*-3.",no,no,no,embedded,,no,,,yes,,,,,,how,parents,,,was,learn,,,,,*-2,,talk,,,,,,parents learn how *-2 to talk about their war with their children *t*-3,no,no,NA,(WRB how),how *-2 to talk about their war with their children *t*-3,"(TOP (S (CC but) (NP-SBJ (EX there)) (VP (VBD was) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (NP-PRD-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP-PRD-UNF (DT a)) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (NP-PRD (NP (DT a) (RS (-DFL- \])) (JJ big) (NN push)) (S (-NONE- *ICH*-1))) (PP (IN with) (NP (DT the) (JJ local) (NN T) (NN V) (NNS stations))) (S-1 (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB have) (NP (NP (JJ little) (GW hot) (^NNS lines)) (PP (IN with) (NP (NNS counselors)))) (S-PRP (NP-SBJ (-NONE- *)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (RS (-DFL- \])) (VP (VB help) (S (NP-SBJ-2 (NNS parents)) (VP (VBP learn) (SBAR (WHADVP-3 (WRB how)) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB talk) (PP (IN about) (NP (PRP$ their) (NN war))) (PP (IN with) (NP (PRP$ their) (NNS children))) (ADVP-MNR (-NONE- *T*-3))))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
4,experiment_03,4,NA,17,0,176813:21,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,"uh, well my dad knew how * to do most of it *t*-1, you know.",no,no,no,embedded,,no,,,yes,,,,,most,how,my dad,,,,knew,,,,,*,,do,most,,,,,"uh, well my dad knew how * to do most of it *t*-1, you know.",no,no,NA,(WRB how),how * to do most of it *t*-1,"(TOP (S (INTJ (UH Uh)) (, ,) (INTJ (UH well)) (NP-SBJ (PRP$ my) (NN dad)) (VP (VBD knew) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (NP (JJS most)) (PP (IN of) (NP (PRP it)))) (ADVP-MNR (-NONE- *T*-1)))))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))) (. .) (-DFL- E_S)))",monomorphemic,no
4,experiment_03,7,NA,18,0,58758:18,[],25,Yes,NA,3,1,1,Female,english,Chrome,Windows,768,1366,5.45135,NA,and my mother taught me how * to make it *t*-1.,no,no,no,embedded,,no,,,yes,,,,,,how,my mother,,,,taught,,,,,*,,make,,,,,,and my mother taught me how * to make it *t*-1.,no,no,NA,(WRB how),how * to make it *t*-1,(TOP (S (CC and) (NP-SBJ (PRP$ my) (NN mother)) (VP (VBD taught) (NP (PRP me)) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB make) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1))))))) (. .) (-DFL- E_S))),monomorphemic,no
